attribute_id,product_id,attribute_name,attribute_value
8,7727,Classification,CORE
24,7727,Price Method,Full Price
25,7727,NU Customer Groups,All
26,7727,Brand License,Posh Peanut
59,7727,Department,Apparel
60,7727,Prebook,FALSE
61,7727,Materials,Bamboo/Spandex(95/5)
5,7728,Collection,Country Rose
20,7728,Subcategory,Dress
7,7728,Gender,Girl
4,7728,Size,4 years
6,7728,Launch Date,05-07-2018
16,7728,NRF Color Code,494
19,7728,NRF Color Name,Open Blue
3,7728,Season,Core
8,7728,Classification,CORE
24,7728,Price Method,Full Price
25,7728,NU Customer Groups,All
26,7728,Brand License,Posh Peanut
59,7728,Department,Apparel
60,7728,Prebook,FALSE
61,7728,Materials,Bamboo/Spandex(95/5)
5,7729,Collection,Country Rose
20,7729,Subcategory,Dress
7,7729,Gender,Girl
4,7729,Size,5 years
6,7729,Launch Date,05-07-2018
16,7729,NRF Color Code,494
19,7729,NRF Color Name,Open Blue
3,7729,Season,Core
8,7729,Classification,CORE
24,7729,Price Method,Full Price
25,7729,NU Customer Groups,All
26,7729,Brand License,Posh Peanut
59,7729,Department,Apparel
60,7729,Prebook,FALSE
61,7729,Materials,Bamboo/Spandex(95/5)
5,7730,Collection,Country Rose
20,7730,Subcategory,Dress
7,7730,Gender,Girl
4,7730,Size,6 years
6,7730,Launch Date,05-07-2018
16,7730,NRF Color Code,494
19,7730,NRF Color Name,Open Blue
3,7730,Season,Core
8,7730,Classification,CORE
24,7730,Price Method,Full Price
25,7730,NU Customer Groups,All
26,7730,Brand License,Posh Peanut
59,7730,Department,Apparel
60,7730,Prebook,FALSE
61,7730,Materials,Bamboo/Spandex(95/5)
5,7731,Collection,Country Rose
20,7731,Subcategory,Bodysuit
7,7731,Gender,Baby Girl
4,7731,Size,0-3 Months
6,7731,Launch Date,05-07-2018
16,7731,NRF Color Code,494
19,7731,NRF Color Name,Open Blue
3,7731,Season,Core
8,7731,Classification,CORE
24,7731,Price Method,Markdown
25,7731,NU Customer Groups,All
26,7731,Brand License,Posh Peanut
59,7731,Department,Apparel
60,7731,Prebook,FALSE
61,7731,Materials,Bamboo/Spandex(95/5)
5,7732,Collection,Country Rose
20,7732,Subcategory,Bodysuit
7,7732,Gender,Baby Girl
4,7732,Size,3-6 Months
6,7732,Launch Date,05-07-2018
16,7732,NRF Color Code,494
19,7732,NRF Color Name,Open Blue
3,7732,Season,Core
8,7732,Classification,CORE
24,7732,Price Method,Markdown
25,7732,NU Customer Groups,All
26,7732,Brand License,Posh Peanut
59,7732,Department,Apparel
60,7732,Prebook,FALSE
61,7732,Materials,Bamboo/Spandex(95/5)
5,7733,Collection,Country Rose
20,7733,Subcategory,Bodysuit
7,7733,Gender,Baby Girl
4,7733,Size,6-12 Months
6,7733,Launch Date,05-07-2018
16,7733,NRF Color Code,494
19,7733,NRF Color Name,Open BLue
3,7733,Season,Core
8,7733,Classification,CORE
24,7733,Price Method,Markdown
25,7733,NU Customer Groups,All
26,7733,Brand License,Posh Peanut
59,7733,Department,Apparel
60,7733,Prebook,FALSE
61,7733,Materials,Bamboo/Spandex(95/5)
5,7734,Collection,Country Rose
20,7734,Subcategory,Bodysuit
7,7734,Gender,Baby Girl
4,7734,Size,12-18 Months
6,7734,Launch Date,05-07-2018
16,7734,NRF Color Code,494
19,7734,NRF Color Name,Open Blue
3,7734,Season,Core
8,7734,Classification,CORE
24,7734,Price Method,Markdown
25,7734,NU Customer Groups,All
26,7734,Brand License,Posh Peanut
59,7734,Department,Apparel
60,7734,Prebook,FALSE
61,7734,Materials,Bamboo/Spandex(95/5)
5,7735,Collection,Black Rose
20,7735,Subcategory,Dress
7,7735,Gender,Girl
4,7735,Size,2 years
6,7735,Launch Date,28-07-2018
16,7735,NRF Color Code,103
19,7735,NRF Color Name,Natural
3,7735,Season,Core
8,7735,Classification,CORE
24,7735,Price Method,Full Price
25,7735,NU Customer Groups,All
26,7735,Brand License,Posh Peanut
59,7735,Department,Apparel
60,7735,Prebook,FALSE
61,7735,Materials,Bamboo/Spandex(95/5)
5,7736,Collection,Black Rose
20,7736,Subcategory,Dress
7,7736,Gender,Girl
4,7736,Size,3 years
6,7736,Launch Date,28-07-2018
16,7736,NRF Color Code,103
19,7736,NRF Color Name,Natural
3,7736,Season,Core
8,7736,Classification,CORE
24,7736,Price Method,Full Price
25,7736,NU Customer Groups,All
26,7736,Brand License,Posh Peanut
59,7736,Department,Apparel
60,7736,Prebook,FALSE
61,7736,Materials,Bamboo/Spandex(95/5)
25,53155,NU Customer Groups,All
26,53155,Brand License,Barbie
59,53155,Department,Apparel
60,53155,Prebook,FALSE
61,53155,Materials,Bamboo/Spandex(95/5)
5,12169,Collection,Aqua Floral
20,12169,Subcategory,Gown
5,46426,Collection,Simon
20,46426,Subcategory,Jogger Sets
7,46426,Gender,Boy
4,46426,Size,7-8 years
6,46426,Launch Date,22-09-2022
17,46426,Ship Date,08-09-2022
16,46426,NRF Color Code,106
19,46426,NRF Color Name,Natural
3,46426,Season,Fall 2022
8,46426,Classification,SEASONAL
5,7737,Collection,Black Rose
20,7737,Subcategory,Dress
7,7737,Gender,Girl
4,7737,Size,4 years
6,7737,Launch Date,28-07-2018
16,7737,NRF Color Code,103
19,7737,NRF Color Name,Natural
3,7737,Season,Core
8,7737,Classification,CORE
24,7737,Price Method,Full Price
25,7737,NU Customer Groups,All
24,46426,Price Method,Full Price
25,46426,NU Customer Groups,All
26,46426,Brand License,Posh Peanut
59,46426,Department,Apparel
60,46426,Prebook,FALSE
61,46426,Materials,Bamboo/Spandex(95/5)
7,12169,Gender,Baby Girl
4,12169,Size,0-3 Months
26,7737,Brand License,Posh Peanut
59,7737,Department,Apparel
60,7737,Prebook,FALSE
61,7737,Materials,Bamboo/Spandex(95/5)
5,7738,Collection,Black Rose
20,7738,Subcategory,Dress
6,12169,Launch Date,01-05-2017
16,12169,NRF Color Code,495
19,12169,NRF Color Name,Open Blue
3,12169,Season,Core
8,12169,Classification,CORE
24,12169,Price Method,Markdown
25,12169,NU Customer Groups,All
26,12169,Brand License,Posh Peanut
59,12169,Department,Apparel
60,12169,Prebook,FALSE
61,12169,Materials,Bamboo/Spandex(95/5)
5,13352,Collection,Harper
5,33317,Collection,Autumn
20,33317,Subcategory,Dress
7,33317,Gender,Girl
4,33317,Size,3 years
17,33317,Ship Date,01-08-2022
16,33317,NRF Color Code,953
19,33317,NRF Color Name,Pink Overflow
3,33317,Season,Fall 2022
8,33317,Classification,SEASONAL
24,33317,Price Method,Full Price
25,33317,NU Customer Groups,All
26,33317,Brand License,Posh Peanut
59,33317,Department,Apparel
60,33317,Prebook,FALSE
61,33317,Materials,Bamboo/Spandex(95/5)
6,33317,Launch Date,05-08-2022
20,13352,Subcategory,Bodysuit
7,13352,Gender,Baby Girl
4,13352,Size,0-3 Months
17,13352,Ship Date,04-09-2021
16,13352,NRF Color Code,N/A
19,13352,NRF Color Name,N/A
3,13352,Season,Spring 2021
8,13352,Classification,SEASONAL
7,7738,Gender,Girl
4,7738,Size,5 years
24,13352,Price Method,Full Price
25,13352,NU Customer Groups,All
26,13352,Brand License,Posh Peanut
59,13352,Department,Apparel
60,13352,Prebook,FALSE
61,13352,Materials,Bamboo/Spandex(95/5)
5,13389,Collection,Harper
20,13389,Subcategory,Dress
7,13389,Gender,Girl
4,13389,Size,10 years
17,13389,Ship Date,04-09-2021
6,7738,Launch Date,28-07-2018
16,7738,NRF Color Code,103
19,7738,NRF Color Name,Natural
3,7738,Season,Core
8,7738,Classification,CORE
24,7738,Price Method,Full Price
25,7738,NU Customer Groups,All
26,7738,Brand License,Posh Peanut
59,7738,Department,Apparel
60,7738,Prebook,FALSE
16,13389,NRF Color Code,N/A
19,13389,NRF Color Name,N/A
5,33705,Collection,Liliana
20,33705,Subcategory,Pants Sets
7,33705,Gender,Girl
4,33705,Size,7 years
17,33705,Ship Date,01-08-2022
16,33705,NRF Color Code,954
19,33705,NRF Color Name,Pink Overflow
3,33705,Season,Fall 2022
8,33705,Classification,SEASONAL
24,33705,Price Method,Full Price
25,33705,NU Customer Groups,All
3,13389,Season,Spring 2021
61,7738,Materials,Bamboo/Spandex(95/5)
5,7739,Collection,Black Rose
20,7739,Subcategory,Dress
7,7739,Gender,Girl
4,7739,Size,6 years
6,7739,Launch Date,28-07-2018
16,7739,NRF Color Code,103
19,7739,NRF Color Name,Natural
3,7739,Season,Core
8,7739,Classification,CORE
24,7739,Price Method,Full Price
25,7739,NU Customer Groups,All
26,7739,Brand License,Posh Peanut
59,7739,Department,Apparel
60,7739,Prebook,FALSE
61,7739,Materials,Bamboo/Spandex(95/5)
5,7740,Collection,Black Rose
20,7740,Subcategory,Bodysuit
7,7740,Gender,Baby Girl
4,7740,Size,0-3 Months
6,7740,Launch Date,28-07-2018
16,7740,NRF Color Code,103
19,7740,NRF Color Name,Natural
3,7740,Season,Core
8,7740,Classification,CORE
24,7740,Price Method,Markdown
25,7740,NU Customer Groups,All
26,7740,Brand License,Posh Peanut
59,7740,Department,Apparel
60,7740,Prebook,FALSE
61,7740,Materials,Bamboo/Spandex(95/5)
5,7741,Collection,Black Rose
20,7741,Subcategory,Bodysuit
7,7741,Gender,Baby Girl
4,7741,Size,3-6 Months
6,7741,Launch Date,28-07-2018
16,7741,NRF Color Code,103
19,7741,NRF Color Name,Natural
3,7741,Season,Core
8,7741,Classification,CORE
24,7741,Price Method,Markdown
25,7741,NU Customer Groups,All
26,7741,Brand License,Posh Peanut
59,7741,Department,Apparel
60,7741,Prebook,FALSE
61,7741,Materials,Bamboo/Spandex(95/5)
5,7742,Collection,Black Rose
20,7742,Subcategory,Bodysuit
7,7742,Gender,Baby Girl
4,7742,Size,6-12 Months
6,7742,Launch Date,28-07-2018
16,7742,NRF Color Code,103
19,7742,NRF Color Name,Natural
3,7742,Season,Core
8,7742,Classification,CORE
24,7742,Price Method,Markdown
25,7742,NU Customer Groups,All
26,7742,Brand License,Posh Peanut
59,7742,Department,Apparel
60,7742,Prebook,FALSE
61,7742,Materials,Bamboo/Spandex(95/5)
5,7743,Collection,Black Rose
20,7743,Subcategory,Bodysuit
7,7743,Gender,Baby Girl
4,7743,Size,12-18 Months
6,7743,Launch Date,28-07-2018
16,7743,NRF Color Code,103
19,7743,NRF Color Name,Natural
3,7743,Season,Core
8,7743,Classification,CORE
24,7743,Price Method,Markdown
25,7743,NU Customer Groups,All
26,7743,Brand License,Posh Peanut
59,7743,Department,Apparel
60,7743,Prebook,FALSE
61,7743,Materials,Bamboo/Spandex(95/5)
5,7744,Collection,French Gray
20,7744,Subcategory,Dress
7,7744,Gender,Girl
4,7744,Size,2 years
16,7744,NRF Color Code,31
19,7744,NRF Color Name,Medium Grey
3,7744,Season,Core
8,7744,Classification,CORE
24,7744,Price Method,Full Price
25,7744,NU Customer Groups,All
26,7744,Brand License,Posh Peanut
59,7744,Department,Apparel
60,7744,Prebook,FALSE
61,7744,Materials,Bamboo/Spandex(95/5)
17,7744,Ship Date,25-06-2021
5,7745,Collection,French Gray
20,7745,Subcategory,Dress
7,7745,Gender,Girl
4,7745,Size,3 years
16,7745,NRF Color Code,31
19,7745,NRF Color Name,Medium Grey
3,7745,Season,Core
8,7745,Classification,CORE
24,7745,Price Method,Full Price
25,7745,NU Customer Groups,All
26,7745,Brand License,Posh Peanut
59,7745,Department,Apparel
60,7745,Prebook,FALSE
61,7745,Materials,Bamboo/Spandex(95/5)
17,7745,Ship Date,25-06-2021
5,7746,Collection,French Gray
20,7746,Subcategory,Dress
7,7746,Gender,Girl
4,7746,Size,4 years
16,7746,NRF Color Code,31
19,7746,NRF Color Name,Medium Grey
3,7746,Season,Core
8,7746,Classification,CORE
24,7746,Price Method,Full Price
25,7746,NU Customer Groups,All
26,7746,Brand License,Posh Peanut
59,7746,Department,Apparel
60,7746,Prebook,FALSE
61,7746,Materials,Bamboo/Spandex(95/5)
17,7746,Ship Date,25-06-2021
5,7747,Collection,French Gray
20,7747,Subcategory,Dress
7,7747,Gender,Girl
4,7747,Size,5 years
16,7747,NRF Color Code,31
19,7747,NRF Color Name,Medium Grey
3,7747,Season,Core
8,7747,Classification,CORE
24,7747,Price Method,Full Price
25,7747,NU Customer Groups,All
26,7747,Brand License,Posh Peanut
59,7747,Department,Apparel
60,7747,Prebook,FALSE
61,7747,Materials,Bamboo/Spandex(95/5)
17,7747,Ship Date,25-06-2021
5,7748,Collection,French Gray
20,7748,Subcategory,Dress
7,7748,Gender,Girl
4,7748,Size,6 years
16,7748,NRF Color Code,31
19,7748,NRF Color Name,Medium Grey
3,7748,Season,Core
8,7748,Classification,CORE
24,7748,Price Method,Full Price
25,7748,NU Customer Groups,All
26,7748,Brand License,Posh Peanut
59,7748,Department,Apparel
60,7748,Prebook,FALSE
61,7748,Materials,Bamboo/Spandex(95/5)
17,7748,Ship Date,25-06-2021
5,7749,Collection,French Gray
20,7749,Subcategory,Bodysuit
7,7749,Gender,Baby Girl
4,7749,Size,0-3 Months
16,7749,NRF Color Code,31
19,7749,NRF Color Name,Medium Grey
3,7749,Season,Core
8,7749,Classification,CORE
24,7749,Price Method,Full Price
25,7749,NU Customer Groups,All
26,7749,Brand License,Posh Peanut
59,7749,Department,Apparel
60,7749,Prebook,FALSE
61,7749,Materials,Bamboo/Spandex(95/5)
17,7749,Ship Date,25-06-2021
5,7750,Collection,French Gray
20,7750,Subcategory,Bodysuit
7,7750,Gender,Baby Girl
4,7750,Size,3-6 Months
16,7750,NRF Color Code,31
19,7750,NRF Color Name,Medium Grey
3,7750,Season,Core
8,7750,Classification,CORE
24,7750,Price Method,Full Price
25,7750,NU Customer Groups,All
26,7750,Brand License,Posh Peanut
59,7750,Department,Apparel
60,7750,Prebook,FALSE
61,7750,Materials,Bamboo/Spandex(95/5)
17,7750,Ship Date,25-06-2021
5,7751,Collection,French Gray
20,7751,Subcategory,Bodysuit
7,7751,Gender,Baby Girl
4,7751,Size,6-12 Months
16,7751,NRF Color Code,31
19,7751,NRF Color Name,Medium Grey
3,7751,Season,Core
8,7751,Classification,CORE
24,7751,Price Method,Full Price
25,7751,NU Customer Groups,All
26,7751,Brand License,Posh Peanut
59,7751,Department,Apparel
60,7751,Prebook,FALSE
61,7751,Materials,Bamboo/Spandex(95/5)
17,7751,Ship Date,25-06-2021
5,7752,Collection,French Gray
20,7752,Subcategory,Bodysuit
7,7752,Gender,Baby Girl
4,7752,Size,12-18 Months
16,7752,NRF Color Code,31
5,44452,Collection,Buddy
19,7752,NRF Color Name,Medium Grey
3,7752,Season,Core
8,7752,Classification,CORE
24,7752,Price Method,Full Price
25,7752,NU Customer Groups,All
26,7752,Brand License,Posh Peanut
59,7752,Department,Apparel
60,7752,Prebook,FALSE
61,7752,Materials,Bamboo/Spandex(95/5)
17,7752,Ship Date,25-06-2021
5,7753,Collection,Lana Leopard
20,7753,Subcategory,Women's Pajamas
7,7753,Gender,Women
4,7753,Size,Small (0-2)
16,7753,NRF Color Code,270
19,7753,NRF Color Name,Light Beige
3,7753,Season,Core
8,7753,Classification,CORE
24,7753,Price Method,Full Price
26,33705,Brand License,Posh Peanut
59,33705,Department,Apparel
60,33705,Prebook,FALSE
61,33705,Materials,Bamboo/Spandex(95/5)
8,13389,Classification,SEASONAL
6,33705,Launch Date,05-08-2022
24,13389,Price Method,Full Price
25,13389,NU Customer Groups,All
26,13389,Brand License,Posh Peanut
59,13389,Department,Apparel
60,13389,Prebook,FALSE
25,7753,NU Customer Groups,All
26,7753,Brand License,Posh Peanut
59,7753,Department,Apparel
60,7753,Prebook,FALSE
61,7753,Materials,Bamboo/Spandex(95/5)
17,7753,Ship Date,25-06-2021
61,13389,Materials,Bamboo/Spandex(95/5)
16,21245,NRF Color Code,694
5,17844,Collection,Annika
20,17844,Subcategory,Sleep Bag
7,17844,Gender,Baby Girl
4,17844,Size,0-6 Months
6,17844,Launch Date,20-05-2021
17,17844,Ship Date,11-05-2021
16,17844,NRF Color Code,731
19,17844,NRF Color Name,Bright Yellow
3,17844,Season,Summer 2021
8,17844,Classification,SEASONAL
24,17844,Price Method,Full Price
25,17844,NU Customer Groups,All
26,17844,Brand License,Posh Peanut
59,17844,Department,Home
60,17844,Prebook,FALSE
61,17844,Materials,Bamboo/Spandex(95/5)
5,18356,Collection,Palmer
20,18356,Subcategory,Dress
7,18356,Gender,Girl
4,18356,Size,10 years
6,18356,Launch Date,06-08-2021
17,18356,Ship Date,25-05-2021
16,18356,NRF Color Code,412
3,18356,Season,Summer 2021
8,18356,Classification,SEASONAL
24,18356,Price Method,Full Price
25,18356,NU Customer Groups,All
5,7757,Collection,Lana Leopard
20,7757,Subcategory,Women's Pajamas
7,7757,Gender,Women
4,7757,Size,2XL (16-18)
16,7757,NRF Color Code,270
19,7757,NRF Color Name,Light Beige
3,7757,Season,Core
8,7757,Classification,CORE
24,7757,Price Method,Full Price
25,7757,NU Customer Groups,All
26,7757,Brand License,Posh Peanut
59,7757,Department,Apparel
60,7757,Prebook,FALSE
61,7757,Materials,Bamboo/Spandex(95/5)
17,7757,Ship Date,25-06-2021
26,18356,Brand License,Posh Peanut
59,18356,Department,Apparel
60,18356,Prebook,FALSE
61,18356,Materials,Bamboo/Spandex(95/5)
19,18356,NRF Color Name,Navy
5,18591,Collection,Maverick
20,18591,Subcategory,Bodysuit
7,18591,Gender,Baby Girl
4,18591,Size,3-6 Months
6,18591,Launch Date,06-10-2021
16,18591,NRF Color Code,N/A
19,18591,NRF Color Name,N/A
3,18591,Season,Summer 2021
8,18591,Classification,SEASONAL
24,18591,Price Method,Full Price
25,18591,NU Customer Groups,All
26,18591,Brand License,Posh Peanut
59,18591,Department,Apparel
60,18591,Prebook,FALSE
61,18591,Materials,Bamboo/Spandex(95/5)
17,18591,Ship Date,01-06-2021
5,19561,Collection,Aldona
20,19561,Subcategory,Dress
7,19561,Gender,Girl
4,19561,Size,10 years
6,19561,Launch Date,15-07-2021
16,19561,NRF Color Code,511
19,19561,NRF Color Name,Medium Purple
3,19561,Season,Holiday 2021
8,19561,Classification,SEASONAL
24,19561,Price Method,Full Price
25,19561,NU Customer Groups,All
26,19561,Brand License,Posh Peanut
59,19561,Department,Apparel
60,19561,Prebook,FALSE
61,19561,Materials,Bamboo/Spandex(95/5)
5,19615,Collection,Valentina
20,19615,Subcategory,Dress
7,19615,Gender,Girl
4,19615,Size,10 years
6,19615,Launch Date,20-05-2021
16,19615,NRF Color Code,440
19,19615,NRF Color Name,Turquoise/Aqua
3,19615,Season,Summer 2021
8,19615,Classification,SEASONAL
24,19615,Price Method,Full Price
25,19615,NU Customer Groups,All
26,19615,Brand License,Posh Peanut
59,19615,Department,Apparel
60,19615,Prebook,FALSE
61,19615,Materials,Bamboo/Spandex(95/5)
5,19787,Collection,Carolina
20,19787,Subcategory,Pants Sets
7,19787,Gender,Girl
4,19787,Size,9 years
6,19787,Launch Date,01-07-2021
16,19787,NRF Color Code,111
19,19787,NRF Color Name,Open White
3,19787,Season,Spring 2022
8,19787,Classification,SEASONAL
24,19787,Price Method,Full Price
25,19787,NU Customer Groups,All
26,19787,Brand License,Posh Peanut
59,19787,Department,Apparel
60,19787,Prebook,FALSE
61,19787,Materials,Bamboo/Spandex(95/5)
5,20047,Collection,Callie
20,20047,Subcategory,Sleep Bag
7,20047,Gender,Baby Girl
4,20047,Size,0-6 Months
6,20047,Launch Date,01-07-2021
16,20047,NRF Color Code,111
19,20047,NRF Color Name,Open White
3,20047,Season,Spring 2022
8,20047,Classification,SEASONAL
5,7763,Collection,Lana Leopard
20,7763,Subcategory,Bodysuit
7,7763,Gender,Baby Girl
4,7763,Size,0-3 Months
16,7763,NRF Color Code,270
19,7763,NRF Color Name,Light Beige
3,7763,Season,Core
8,7763,Classification,CORE
24,7763,Price Method,Full Price
25,7763,NU Customer Groups,All
26,7763,Brand License,Posh Peanut
59,7763,Department,Apparel
60,7763,Prebook,FALSE
61,7763,Materials,Bamboo/Spandex(95/5)
17,7763,Ship Date,25-06-2021
24,20047,Price Method,Full Price
25,20047,NU Customer Groups,All
26,20047,Brand License,Posh Peanut
59,20047,Department,Apparel
60,20047,Prebook,FALSE
61,20047,Materials,Bamboo/Spandex(95/5)
5,20300,Collection,Kai
20,20300,Subcategory,Bubble Romper
7,20300,Gender,Baby Girl
4,20300,Size,0-3 Months
6,20300,Launch Date,06-10-2021
16,20300,NRF Color Code,333
3,20300,Season,Summer 2021
8,20300,Classification,SEASONAL
24,20300,Price Method,Full Price
25,20300,NU Customer Groups,All
26,20300,Brand License,Posh Peanut
59,20300,Department,Apparel
60,20300,Prebook,FALSE
61,20300,Materials,Bamboo/Spandex(95/5)
19,20300,NRF Color Name,Light/Pastel Green
17,20300,Ship Date,25-05-2021
5,21066,Collection,Arctic Waffle
20,21066,Subcategory,Men's Pajamas
7,21066,Gender,Men
4,21066,Size,Small
6,21066,Launch Date,23-09-2021
17,21066,Ship Date,25-07-2021
16,21066,NRF Color Code,448
19,21066,NRF Color Name,Turquoise/Aqua
3,21066,Season,Fall 2021
8,21066,Classification,SEASONAL
24,21066,Price Method,Full Price
25,21066,NU Customer Groups,All
26,21066,Brand License,Posh Peanut
59,21066,Department,Apparel
60,21066,Prebook,FALSE
61,21066,Materials,Bamboo/Spandex(95/5)
20,7767,Subcategory,Gift Wrap
8,7767,Classification,ACTIVE
24,7767,Price Method,Full Price
25,7767,NU Customer Groups,All
26,7767,Brand License,Posh Peanut
60,7767,Prebook,FALSE
16,7767,NRF Color Code,N/A
19,7767,NRF Color Name,N/A
5,7863,Collection,Bianca
20,7863,Subcategory,Short Sleeve with Twirl Skirt Bodysuit
7,7863,Gender,Baby Girl
4,7863,Size,18-24 Months
3,7863,Season,Summer 2020
8,7863,Classification,OBSOLETE
6,7863,Launch Date,04-06-2020
19,7863,NRF Color Name,Pink
16,7863,NRF Color Code,N/A
5,7864,Collection,Maui
20,7864,Subcategory,Short Sleeve with Twirl Skirt Bodysuit
7,7864,Gender,Baby Girl
4,7864,Size,18-24 Months
6,7864,Launch Date,18-06-2020
19,7864,NRF Color Name,White
16,7864,NRF Color Code,N/A
3,7864,Season,Summer 2020
8,7864,Classification,OBSOLETE
24,7864,Price Method,Markdown
5,7865,Collection,Frances
20,7865,Subcategory,Frances - Short Sleeve with Twirl Skirt Bodysuit
7,7865,Gender,Baby Girl
4,7865,Size,18-24 Months
3,7865,Season,Summer 2020
8,7865,Classification,OBSOLETE
6,7865,Launch Date,25-06-2020
19,7865,NRF Color Name,Cream
16,7865,NRF Color Code,N/A
59,7865,Department,Apparel
5,7866,Collection,Frances
20,7866,Subcategory,Frances & DTM Stripe - Patoo
7,7866,Gender,Baby Girl
4,7866,Size,One Size
6,7866,Launch Date,25-06-2020
19,7866,NRF Color Name,Cream
16,7866,NRF Color Code,N/A
3,7866,Season,Summer 2020
8,7866,Classification,OBSOLETE
24,7866,Price Method,Markdown
59,7866,Department,Apparel
5,7867,Collection,Frances
20,7867,Subcategory,Frances & DTM Stripe - Lovey
7,7867,Gender,Baby Girl
4,7867,Size,One Size
6,7867,Launch Date,25-06-2020
19,7867,NRF Color Name,Cream
16,7867,NRF Color Code,N/A
3,7867,Season,Summer 2020
8,7867,Classification,OBSOLETE
